Make,Model,Year,Style,Distance,Engine_capacity,Fuel_type,Transmission,Price_euro,km_year,Dis_rating,Nalog_cof,Price_Ru
Renault,Megane,2006,Universal,170000.0,2000.0,Metan/Propan,Manual,2900.0,10625.0,medium,0.6,180902.0
Nissan,Juke,2011,SUV,155000.0,1600.0,Petrol,Automatic,9300.0,14090.90909090909,medium,0.6,580134.0
Subaru,Rare,2011,Hatchback,116000.0,1400.0,Diesel,Automatic,7300.0,10545.454545454546,medium,0.6,455374.0
Dacia,Logan,2007,Sedan,185000.0,1500.0,Diesel,Manual,3400.0,12333.333333333334,medium,0.6,212092.0
Nissan,X-Trail,2015,SUV,124000.0,1600.0,Diesel,Automatic,13000.0,17714.285714285714,medium,0.6,810940.0
Mercedes,C Class,2015,Universal,222000.0,2000.0,Plug-in Hybrid,Automatic,17500.0,31714.285714285717,large,0.6,1091650.0
Toyota,Rav 4,2016,Crossover,133494.0,2494.0,Hybrid,Automatic,21500.0,22249.0,large,0.9,1341170.0
Mercedes,S Class,2001,Sedan,250830.0,4000.0,Diesel,Automatic,4700.0,11944.285714285714,medium,1.2,293186.0
Rare_Cheap,Rare,2016,Sedan,150000.0,1596.0,Metan/Propan,Manual,3200.0,25000.0,large,0.6,199616.0
Seat,Ibiza,2011,Universal,190000.0,1200.0,Diesel,Manual,5100.0,17272.727272727272,medium,0.6,318138.0
Nissan,Juke,2012,Crossover,124000.0,1600.0,Petrol,Automatic,9999.0,12400.0,medium,0.6,623737.62
Audi,A4,1997,Sedan,300000.0,1800.0,Metan/Propan,Automatic,2700.0,12000.0,medium,0.6,168426.0
Opel,Astra,2012,Universal,200000.0,1300.0,Diesel,Manual,6000.0,20000.0,large,0.6,374280.0
Citroen,Rare,2006,Universal,240000.0,1600.0,Diesel,Manual,2700.0,15000.0,medium,0.6,168426.0
Mercedes,C Class,2015,Sedan,75000.0,2000.0,Petrol,Automatic,19000.0,10714.285714285714,medium,0.6,1185220.0
BMW,X3,2009,SUV,192000.0,200.0,Diesel,Manual,11000.0,14769.23076923077,medium,0.6,686180.0
Ford,Rare,2011,Hatchback,130000.0,1400.0,Metan/Propan,Manual,4700.0,11818.181818181818,medium,0.6,293186.0
Volvo,XC90,2015,SUV,180000.0,2000.0,Petrol,Automatic,26500.0,25714.285714285717,large,0.6,1653070.0
Renault,Megane,2014,Universal,210000.0,1500.0,Diesel,Manual,7199.0,26250.0,large,0.6,449073.62
BMW,5 Series,2017,Sedan,77000.0,2000.0,Diesel,Automatic,33000.0,15400.0,medium,0.6,2058540.0
Hyundai,Santa FE,2012,SUV,180000.0,2200.0,Diesel,Automatic,16750.0,18000.0,medium,0.9,1044865.0
Skoda,Superb,2012,Sedan,196000.0,1600.0,Diesel,Manual,9950.0,19600.0,large,0.6,620681.0
BMW,X3,2015,Crossover,159000.0,1996.0,Diesel,Automatic,20500.0,22714.285714285717,large,0.6,1278790.0
Nissan,Rare,2013,Hatchback,172000.0,1461.0,Diesel,Manual,6299.0,19111.11111111111,large,0.6,392931.62
Toyota,Rav 4,2019,Crossover,19000.0,2500.0,Hybrid,Automatic,30000.0,6333.333333333333,low,0.9,1871400.0
Volvo,XC90,2015,SUV,155000.0,1996.0,Petrol,Automatic,27800.0,22142.85714285714,large,0.6,1734164.0
Lexus,CT Series,2016,Hatchback,64000.0,1798.0,Hybrid,Automatic,16000.0,10666.666666666666,medium,0.6,998080.0
Renault,Rare,2011,Hatchback,174000.0,1461.0,Diesel,Manual,4550.0,15818.181818181818,medium,0.6,283829.0
Toyota,Auris,2010,Hatchback,187000.0,1400.0,Diesel,Manual,6500.0,15583.333333333334,medium,0.6,405470.0
Toyota,Auris,2007,Hatchback,235000.0,1500.0,Diesel,Manual,5400.0,15666.666666666666,medium,0.6,336852.0
BMW,7 Series,2017,Sedan,92000.0,2993.0,Diesel,Automatic,45000.0,18400.0,medium,0.9,2807100.0
Volkswagen,Caddy,2014,Minivan,180000.0,1600.0,Diesel,Manual,5800.0,22500.0,large,0.6,361804.0
Opel,Corsa,2011,Hatchback,125000.0,1300.0,Diesel,Manual,3750.0,11363.636363636364,medium,0.6,233925.0
Honda,CR-V,2013,Crossover,192000.0,2200.0,Diesel,Automatic,17500.0,21333.33333333333,large,0.9,1091650.0
Mitsubishi,Rare,1995,Minivan,300000.0,2000.0,Metan/Propan,Manual,2500.0,11111.111111111111,medium,0.6,155950.0
Volkswagen,Polo,2007,Hatchback,240000.0,1400.0,Diesel,Manual,3750.0,16000.0,medium,0.6,233925.0
Hyundai,Santa FE,2015,Crossover,161000.0,2000.0,Diesel,Automatic,18000.0,23000.0,large,0.6,1122840.0
Mazda,6,2014,Sedan,230000.0,2200.0,Diesel,Automatic,13000.0,28750.0,large,0.9,810940.0
Volkswagen,Caddy,2015,Microvan,152000.0,1600.0,Diesel,Manual,10300.0,21714.285714285717,large,0.6,642514.0
BMW,5 Series,2006,Sedan,312000.0,2500.0,Petrol,Automatic,7800.0,19500.0,large,0.9,486564.0
BMW,5 Series,2002,Sedan,251000.0,2499.0,Diesel,Manual,4650.0,12550.0,medium,0.9,290067.0
Mercedes,E Class,2019,Sedan,50000.0,2200.0,Diesel,Automatic,37000.0,16666.666666666668,medium,0.9,2308060.0
Volkswagen,Golf,2009,Universal,180000.0,1400.0,Petrol,Manual,5300.0,13846.153846153846,medium,0.6,330614.0
Toyota,Corolla,2007,Universal,226000.0,1400.0,Diesel,Manual,5500.0,15066.666666666666,medium,0.6,343090.0
Audi,A4,2004,Cabriolet,200000.0,1800.0,Petrol,Automatic,6500.0,11111.111111111111,medium,0.6,405470.0
Volkswagen,Caddy,2012,Minivan,163500.0,200.0,Diesel,Manual,14200.0,16350.0,medium,0.6,885796.0
Toyota,Auris,2013,Hatchback,133000.0,1798.0,Hybrid,Automatic,10000.0,14777.777777777776,medium,0.6,623800.0
Volkswagen,Jetta,2013,Sedan,131000.0,1400.0,Hybrid,Automatic,8500.0,14555.555555555557,medium,0.6,530230.0
Opel,Astra,2006,Universal,368000.0,1300.0,Diesel,Manual,3650.0,23000.0,large,0.6,227687.0
BMW,3 Series,2006,Sedan,180000.0,300.0,Petrol,Automatic,6000.0,11250.0,medium,0.6,374280.0
Skoda,Fabia,2011,Universal,160000.0,1200.0,Diesel,Manual,4999.0,14545.454545454546,medium,0.6,311837.62
Mercedes,E Class,2016,Sedan,161024.0,2200.0,Diesel,Automatic,26950.0,26837.33333333333,large,0.9,1681141.0
Honda,Civic,2006,Hatchback,195000.0,1400.0,Petrol,Manual,5400.0,12187.5,medium,0.6,336852.0
Ford,Fusion,2015,Sedan,124000.0,2000.0,Plug-in Hybrid,Automatic,11499.0,17714.285714285714,medium,0.6,717307.62
Ford,Fusion,2003,Hatchback,330000.0,1400.0,Diesel,Automatic,4100.0,17368.42105263158,medium,0.6,255758.0
Dacia,Logan,2005,Sedan,21548.0,1400.0,Metan/Propan,Manual,2200.0,1267.529411764706,low,0.6,137236.0
Volkswagen,Golf,2004,Hatchback,200000.0,1399.0,Petrol,Manual,4200.0,11111.111111111111,medium,0.6,261996.0
Mercedes,GLK Class,2014,Crossover,131000.0,2200.0,Diesel,Automatic,19900.0,16375.0,medium,0.9,1241362.0
Toyota,Rare,1998,Sedan,268000.0,1800.0,Petrol,Manual,2650.0,11166.666666666666,medium,0.6,165307.0
Honda,CR-V,2014,Crossover,128200.0,2200.0,Diesel,Automatic,17999.0,16025.0,medium,0.9,1122777.62
Volvo,XC90,2006,SUV,162000.0,2900.0,Metan/Propan,Automatic,8490.0,10125.0,low,0.9,529606.2000000001
Volkswagen,Touran,2012,Minivan,211856.0,200.0,Diesel,Automatic,6000.0,21185.6,large,0.6,374280.0
Volkswagen,Polo,1998,Hatchback,98000.0,1000.0,Petrol,Manual,900.0,4083.3333333333335,low,0.6,56142.0
Toyota,Camry,2015,Sedan,73179.0,2500.0,Petrol,Automatic,14000.0,10454.142857142857,medium,0.9,873320.0
Audi,A4,2012,Sedan,88000.0,3000.0,Petrol,Automatic,14800.0,8800.0,low,0.9,923224.0
Hyundai,ix35,2014,Crossover,150300.0,2000.0,Petrol,Automatic,13200.0,18787.5,medium,0.6,823416.0
Mercedes,E Class,1996,Sedan,460000.0,2200.0,Diesel,Manual,1300.0,17692.30769230769,medium,0.9,81094.0
Renault,Kadjar,2015,Crossover,139000.0,1461.0,Diesel,Automatic,12800.0,19857.14285714286,large,0.6,798464.0
Opel,Astra,2006,Hatchback,360000.0,1300.0,Diesel,Manual,2999.0,22500.0,large,0.6,187077.62
Volkswagen,Transporter,2010,Minivan,203000.0,2000.0,Diesel,Manual,8250.0,16916.666666666668,medium,0.6,514635.0
Honda,Accord,1996,Sedan,325000.0,1997.0,Petrol,Manual,2200.0,12500.0,medium,0.6,137236.0
Skoda,Superb,2014,Sedan,202300.0,1598.0,Diesel,Automatic,13199.0,25287.5,large,0.6,823353.62
Lexus,GS Series,2005,Sedan,230000.0,4300.0,Petrol,Automatic,10000.0,13529.411764705885,medium,1.5,623800.0
Renault,Megane,2012,Universal,162200.0,1461.0,Diesel,Manual,5899.0,16220.0,medium,0.6,367979.62
Skoda,Octavia,2018,Universal,146600.0,1600.0,Diesel,Automatic,12700.0,36650.0,large,0.6,792226.0
Opel,Astra,2010,Hatchback,97000.0,1598.0,Petrol,Automatic,7700.0,8083.333333333333,low,0.6,480326.0
Toyota,Auris,2014,Universal,191000.0,1800.0,Metan/Propan,Automatic,9700.0,23875.0,large,0.6,605086.0
Toyota,Camry,2018,Sedan,60000.0,2500.0,Metan/Propan,Automatic,20000.0,15000.0,medium,0.9,1247600.0
Renault,Grand Scenic,2013,Universal,190000.0,1500.0,Diesel,Manual,8500.0,21111.11111111111,large,0.6,530230.0
Renault,Kadjar,2015,SUV,184000.0,1500.0,Diesel,Automatic,10999.0,26285.714285714286,large,0.6,686117.62
Volvo,XC90,2006,SUV,294000.0,2400.0,Diesel,Automatic,8500.0,18375.0,medium,0.9,530230.0
Volkswagen,Golf,2010,Hatchback,164000.0,1400.0,Petrol,Automatic,7650.0,13666.666666666666,medium,0.6,477207.0
Lexus,CT Series,2011,Hatchback,122841.0,1800.0,Hybrid,Automatic,11600.0,11167.363636363636,medium,0.6,723608.0
Mazda,Rare,2008,Hatchback,172000.0,1399.0,Diesel,Manual,4999.0,12285.714285714286,medium,0.6,311837.62
BMW,X5,2017,Crossover,100000.0,2000.0,Hybrid,Automatic,37000.0,20000.0,large,0.6,2308060.0
Skoda,Octavia,2009,Universal,235000.0,1400.0,Petrol,Automatic,6200.0,18076.92307692308,medium,0.6,386756.0
Fiat,Rare,2012,Combi,256000.0,1300.0,Diesel,Manual,4490.0,25600.0,large,0.6,280086.2
Audi,A8,2004,Sedan,314000.0,3000.0,Diesel,Automatic,5650.0,17444.444444444445,medium,0.9,352447.0
Mercedes,B Class,2014,Microvan,194000.0,1991.0,Metan/Propan,Automatic,10000.0,24250.0,large,0.6,623800.0
Dacia,Duster,2012,Crossover,67000.0,1500.0,Diesel,Manual,7200.0,6700.0,low,0.6,449136.0
Mercedes,E Class,2002,Sedan,11111.0,3200.0,Diesel,Automatic,5200.0,555.55,low,1.2,324376.0
Skoda,Superb,2016,Sedan,180000.0,2000.0,Diesel,Automatic,17450.0,30000.0,large,0.6,1088531.0
Renault,Grand Scenic,2017,Minivan,135000.0,1462.0,Diesel,Automatic,15850.0,27000.0,large,0.6,988723.0
Mini,Rare,2015,Hatchback,84000.0,1600.0,Petrol,Automatic,10900.0,12000.0,medium,0.6,679942.0
Toyota,Avensis Verso,2002,Minivan,280000.0,2000.0,Diesel,Manual,3150.0,14000.0,medium,0.6,196497.0
Land Rover,Freelander,2001,SUV,230000.0,1900.0,Metan/Propan,Manual,3500.0,10952.380952380952,medium,0.6,218330.0
Opel,Astra,2011,Universal,200123.0,2000.0,Diesel,Manual,8200.0,18193.0,medium,0.6,511516.0
Volkswagen,Polo,2000,Hatchback,264000.0,1400.0,Petrol,Manual,2500.0,12000.0,medium,0.6,155950.0
Audi,A6,2018,Universal,101000.0,2000.0,Diesel,Automatic,26000.0,25250.0,large,0.6,1621880.0
Vaz,Altele,2008,Universal,92424.0,1600.0,Metan/Propan,Manual,3399.0,6601.714285714285,low,0.6,212029.62
Mercedes,Rare,2007,SUV,230000.0,2999.0,Diesel,Automatic,19500.0,15333.333333333334,medium,0.9,1216410.0
Hyundai,Rare,2013,Hatchback,122000.0,1385.0,Petrol,Manual,4800.0,13555.555555555557,medium,0.6,299424.0
Skoda,Octavia,2007,Hatchback,335165.0,1986.0,Diesel,Automatic,6750.0,22344.33333333333,large,0.6,421065.0
Renault,Grand Scenic,2017,Minivan,175000.0,1462.0,Diesel,Automatic,16000.0,35000.0,large,0.6,998080.0
Mercedes,Vito,2010,Minivan,220000.0,2200.0,Diesel,Manual,7500.0,18333.33333333333,medium,0.9,467850.0
Audi,A6,2009,Universal,148000.0,2995.0,Petrol,Automatic,13000.0,11384.615384615385,medium,0.9,810940.0
Dacia,Logan,2011,Sedan,230000.0,1200.0,Metan/Propan,Manual,2800.0,20909.090909090908,large,0.6,174664.0
Toyota,Urban Cruiser,2011,Sedan,192000.0,1400.0,Diesel,Manual,6800.0,17454.545454545456,medium,0.6,424184.0
Volkswagen,Rare,2005,Sedan,257000.0,3000.0,Diesel,Automatic,9000.0,15117.64705882353,medium,0.9,561420.0
Toyota,Rare,2007,Hatchback,72000.0,1000.0,Petrol,Automatic,4400.0,4800.0,low,0.6,274472.0
Renault,Scenic,2012,Microvan,240000.0,1500.0,Diesel,Manual,6800.0,24000.0,large,0.6,424184.0
Toyota,Land Cruiser Prado,2006,SUV,205000.0,2700.0,Metan/Propan,Automatic,14800.0,12812.5,medium,0.9,923224.0
Skoda,Superb,2017,Sedan,176000.0,2000.0,Diesel,Automatic,19450.0,35200.0,large,0.6,1213291.0
Opel,Corsa,2006,Hatchback,164274.0,1300.0,Diesel,Manual,2999.0,10267.125,medium,0.6,187077.62
Volkswagen,Tiguan,2008,SUV,179000.0,1400.0,Petrol,Manual,7200.0,12785.714285714286,medium,0.6,449136.0
Skoda,Fabia,2002,Hatchback,230000.0,1400.0,Petrol,Manual,950.0,11500.0,medium,0.6,59261.0
BMW,7 Series,2016,Sedan,125000.0,2993.0,Diesel,Automatic,52500.0,20833.33333333333,large,0.9,3274950.0
Rover,Rare,2001,Sedan,278000.0,2000.0,Diesel,Manual,2650.0,13238.09523809524,medium,0.6,165307.0
Fiat,Rare,2004,Universal,200000.0,1600.0,Metan/Propan,Manual,3000.0,11111.111111111111,medium,0.6,187140.0
Dacia,Duster,2011,Crossover,202176.0,1500.0,Diesel,Manual,6900.0,18379.636363636364,medium,0.6,430422.0
Skoda,Superb,2009,Sedan,265000.0,1800.0,Petrol,Manual,5950.0,20384.615384615383,large,0.6,371161.0
Volkswagen,Passat,2011,Universal,244000.0,1600.0,Diesel,Manual,9600.0,22181.81818181818,large,0.6,598848.0
Skoda,Rapid,2016,Sedan,188000.0,1422.0,Diesel,Manual,7750.0,31333.33333333333,large,0.6,483445.0
Nissan,Qashqai+2,2011,Microvan,207000.0,1500.0,Diesel,Manual,7800.0,18818.18181818182,large,0.6,486564.0
Ford,Fusion,2018,Sedan,33339.0,2000.0,Plug-in Hybrid,Automatic,20800.0,8334.75,low,0.6,1297504.0
Ford,Focus,2017,Universal,160000.0,1500.0,Diesel,Manual,7200.0,32000.0,large,0.6,449136.0
Mercedes,E Class,2008,Sedan,230000.0,1800.0,Metan/Propan,Automatic,7700.0,16428.571428571428,medium,0.6,480326.0
Mercedes,E Class,2000,Sedan,303000.0,2000.0,Metan/Propan,Automatic,3800.0,13772.727272727272,medium,0.6,237044.0
Dacia,Sandero,2012,Hatchback,111896.0,1200.0,Petrol,Manual,3499.0,11189.6,medium,0.6,218267.62
Toyota,Prius,2012,Universal,165000.0,1800.0,Hybrid,Automatic,9200.0,16500.0,medium,0.6,573896.0
Toyota,Auris,2015,Universal,169265.0,1800.0,Hybrid,Automatic,12650.0,24180.714285714286,large,0.6,789107.0
Hyundai,Getz,2007,Hatchback,172316.0,1400.0,Petrol,Manual,2800.0,11487.733333333334,medium,0.6,174664.0
Volvo,Rare,2016,Hatchback,184500.0,1500.0,Petrol,Automatic,15499.0,30750.0,large,0.6,966827.62
Mercedes,M Class,2013,Crossover,122000.0,3500.0,Diesel,Automatic,34000.0,13555.555555555557,medium,1.2,2120920.0
Mercedes,C Class,2017,Sedan,127000.0,2000.0,Petrol,Automatic,21990.0,25400.0,large,0.6,1371736.2
BMW,3 Series,2007,Sedan,193000.0,1988.0,Petrol,Automatic,7600.0,12866.666666666666,medium,0.6,474088.0
Audi,A4,1996,Sedan,256000.0,1800.0,Petrol,Manual,2300.0,9846.153846153846,low,0.6,143474.0
Volvo,Rare,2013,Universal,162000.0,2400.0,Plug-in Hybrid,Automatic,15000.0,18000.0,medium,0.9,935700.0
Volkswagen,Golf,2019,Hatchback,26000.0,1400.0,Petrol,Automatic,12990.0,8666.666666666666,low,0.6,810316.2000000001
Toyota,Avensis,2007,Combi,220000.0,1600.0,Petrol,Manual,6500.0,14666.666666666666,medium,0.6,405470.0
Hyundai,ix35,2012,SUV,199000.0,2000.0,Diesel,Manual,11800.0,19900.0,large,0.6,736084.0
Skoda,Octavia,2014,Sedan,216000.0,1600.0,Diesel,Automatic,10700.0,27000.0,large,0.6,667466.0
Volkswagen,Jetta,2013,Sedan,188000.0,1400.0,Hybrid,Automatic,8800.0,20888.88888888889,large,0.6,548944.0
Skoda,Fabia,2012,Universal,212700.0,1200.0,Diesel,Manual,5450.0,21270.0,large,0.6,339971.0
Opel,Astra,2005,Universal,270000.0,1800.0,Petrol,Manual,3500.0,15882.35294117647,medium,0.6,218330.0
Volkswagen,Passat CC,2013,Sedan,60000.0,2000.0,Petrol,Automatic,12700.0,6666.666666666667,low,0.6,792226.0
Lexus,RX Series,2005,SUV,178000.0,2989.0,Metan/Propan,Automatic,9800.0,10470.588235294115,medium,0.9,611324.0
Chevrolet,Rare,2011,Crossover,90000.0,2200.0,Diesel,Automatic,13300.0,8181.818181818182,low,0.9,829654.0
Toyota,Avensis,2014,Sedan,143000.0,2000.0,Diesel,Manual,11700.0,17875.0,medium,0.6,729846.0
Mercedes,Rare,2017,SUV,47000.0,3000.0,Petrol,Automatic,54000.0,9400.0,low,0.9,3368520.0
Mercedes,E Class,2008,Sedan,230000.0,1800.0,Metan/Propan,Automatic,7800.0,16428.571428571428,medium,0.6,486564.0
Rare_Good,Rare,2007,Sedan,194777.0,2000.0,Petrol,Automatic,5000.0,12985.133333333331,medium,0.6,311900.0
Skoda,Octavia,2008,Universal,200000.0,1900.0,Diesel,Manual,5000.0,14285.714285714286,medium,0.6,311900.0
Toyota,Rare,2016,Hatchback,144000.0,1800.0,Hybrid,Automatic,12300.0,24000.0,large,0.6,767274.0
Volvo,Altele,1995,Hatchback,5000.0,2400.0,Diesel,Manual,1700.0,185.1851851851852,low,0.9,106046.0
Mercedes,E Class,2002,Sedan,256000.0,2700.0,Diesel,Automatic,5500.0,12800.0,medium,0.9,343090.0
BMW,X5,2005,SUV,193000.0,3000.0,Diesel,Automatic,11850.0,11352.941176470587,medium,0.9,739203.0
Opel,Astra,2006,Hatchback,250000.0,1300.0,Diesel,Manual,4500.0,15625.0,medium,0.6,280710.0
Volkswagen,Jetta,2015,Sedan,173000.0,1400.0,Petrol,Automatic,8600.0,24714.285714285717,large,0.6,536468.0
BMW,X5,2015,SUV,185000.0,2999.0,Diesel,Automatic,34000.0,26428.571428571428,large,0.9,2120920.0
Toyota,Land Cruiser Prado,2006,SUV,220000.0,2700.0,Metan/Propan,Automatic,13500.0,13750.0,medium,0.9,842130.0
Nissan,Micra,2018,Hatchback,95000.0,900.0,Petrol,Manual,10500.0,23750.0,large,0.6,654990.0
Hyundai,Santa FE,2011,Crossover,169000.0,2200.0,Diesel,Automatic,13990.0,15363.636363636364,medium,0.9,872696.2000000001
BMW,5 Series,2012,Sedan,200000.0,2000.0,Petrol,Automatic,11500.0,20000.0,large,0.6,717370.0
KIA,Optima,2014,Sedan,60000.0,2000.0,Metan/Propan,Automatic,9900.0,7500.0,low,0.6,617562.0
Volkswagen,Caddy,2009,Minivan,276555.0,1595.0,Petrol,Manual,9500.0,21273.46153846154,large,0.6,592610.0
Opel,Astra,2005,Universal,227000.0,1600.0,Metan/Propan,Manual,4650.0,13352.941176470587,medium,0.6,290067.0
Mitsubishi,Rare,2003,Crossover,230000.0,1800.0,Metan/Propan,Automatic,4900.0,12105.263157894737,medium,0.6,305662.0
KIA,Rare,2010,Universal,150000.0,1400.0,Petrol,Manual,6000.0,12500.0,medium,0.6,374280.0
Renault,Grand Scenic,2004,Universal,139000.0,1500.0,Diesel,Manual,3700.0,7722.222222222223,low,0.6,230806.0
Mercedes,C Class,2012,Sedan,206000.0,2200.0,Diesel,Manual,14399.0,20600.0,large,0.9,898209.62
Mercedes,M Class,2013,SUV,77000.0,2500.0,Diesel,Automatic,27900.0,8555.555555555555,low,0.9,1740402.0
Renault,Megane,2014,Universal,139200.0,1490.0,Diesel,Automatic,7200.0,17400.0,medium,0.6,449136.0
Mercedes,Rare,2017,Sedan,40000.0,2000.0,Petrol,Automatic,16999.0,8000.0,low,0.6,1060397.62
Nissan,Qashqai,2016,Crossover,185000.0,1500.0,Diesel,Manual,13000.0,30833.33333333333,large,0.6,810940.0
Volkswagen,Golf,2015,Hatchback,157000.0,1400.0,Plug-in Hybrid,Automatic,13500.0,22428.571428571428,large,0.6,842130.0
Audi,A4,2011,Universal,1234.0,2000.0,Petrol,Automatic,9500.0,112.1818181818182,low,0.6,592610.0
Renault,Rare,2013,SUV,145000.0,1200.0,Petrol,Automatic,8800.0,16111.111111111111,medium,0.6,548944.0
Toyota,Auris,2013,Universal,177800.0,1400.0,Diesel,Manual,8500.0,19755.555555555555,large,0.6,530230.0
Peugeot,Rare,2006,Minivan,247000.0,2200.0,Diesel,Manual,2200.0,15437.5,medium,0.9,137236.0
BMW,7 Series,2013,Sedan,165000.0,3000.0,Diesel,Automatic,26800.0,18333.33333333333,medium,0.9,1671784.0
Mitsubishi,Rare,2004,Roadster,300000.0,2500.0,Diesel,Manual,8000.0,16666.666666666668,medium,0.9,499040.0
Toyota,Rare,2017,Sedan,95000.0,1800.0,Plug-in Hybrid,Automatic,17999.0,19000.0,large,0.6,1122777.62
Subaru,Rare,2000,Sedan,222530.0,1600.0,Petrol,Manual,3800.0,10115.0,low,0.6,237044.0
Volkswagen,Passat,2005,Sedan,270000.0,2000.0,Petrol,Manual,5700.0,15882.35294117647,medium,0.6,355566.0
Ford,Focus,2012,Universal,167000.0,1000.0,Petrol,Manual,4999.0,16700.0,medium,0.6,311837.62
Mercedes,C Class,1995,Sedan,345000.0,1800.0,Metan/Propan,Automatic,2200.0,12777.777777777776,medium,0.6,137236.0
Volkswagen,Polo,2014,Hatchback,212600.0,1400.0,Diesel,Manual,6850.0,26575.0,large,0.6,427303.0
Nissan,Qashqai,2013,Crossover,140000.0,1500.0,Diesel,Manual,8500.0,15555.555555555557,medium,0.6,530230.0
Opel,Insignia,2015,Hatchback,220000.0,2000.0,Petrol,Automatic,9990.0,31428.571428571428,large,0.6,623176.2000000001
Mercedes,Vito,2012,Microvan,237000.0,2200.0,Diesel,Manual,10490.0,23700.0,large,0.9,654366.2000000001
Renault,Clio,2016,Universal,153000.0,1500.0,Diesel,Automatic,9200.0,25500.0,large,0.6,573896.0
Mini,Rare,2004,Coupe,320000.0,1400.0,Diesel,Manual,3800.0,17777.777777777777,medium,0.6,237044.0
Opel,Combo,2012,Minivan,188000.0,2000.0,Diesel,Manual,4500.0,18800.0,medium,0.6,280710.0
Dacia,Sandero,2015,Hatchback,215000.0,1500.0,Diesel,Manual,4850.0,30714.285714285717,large,0.6,302543.0
Ford,Rare,2006,Minivan,218400.0,2000.0,Diesel,Manual,7000.0,13650.0,medium,0.6,436660.0
Renault,Megane,2005,Universal,256983.0,1500.0,Diesel,Manual,3150.0,15116.64705882353,medium,0.6,196497.0
Volkswagen,Rare,2011,SUV,213548.0,2000.0,Diesel,Manual,17250.0,19413.454545454544,large,0.6,1076055.0
Hyundai,Tucson,2017,SUV,130212.0,2000.0,Diesel,Automatic,17499.0,26042.4,large,0.6,1091587.62
Dacia,Duster,2014,Crossover,148000.0,1500.0,Diesel,Manual,7900.0,18500.0,medium,0.6,492802.0
Dacia,Rare,2013,Minivan,180000.0,1500.0,Diesel,Manual,3000.0,20000.0,large,0.6,187140.0
BMW,X5,2014,Crossover,107000.0,2998.0,Diesel,Automatic,37900.0,13375.0,medium,0.9,2364202.0
Suzuki,Rare,2017,Crossover,30100.0,1400.0,Petrol,Automatic,15500.0,6020.0,low,0.6,966890.0
Lexus,CT Series,2012,Hatchback,230000.0,1800.0,Petrol,Automatic,10299.0,23000.0,large,0.6,642451.62
Ford,Rare,2001,Minivan,280000.0,1900.0,Diesel,Manual,1900.0,13333.333333333334,medium,0.6,118522.0
Mitsubishi,Rare,2007,Universal,229000.0,2400.0,Metan/Propan,Manual,5600.0,15266.666666666666,medium,0.9,349328.0
Volkswagen,Polo,2010,Hatchback,74000.0,1400.0,Petrol,Automatic,6500.0,6166.666666666667,low,0.6,405470.0
Skoda,Fabia,2007,Universal,170000.0,1200.0,Petrol,Manual,3450.0,11333.333333333334,medium,0.6,215211.0
Audi,80,1994,Sedan,266000.0,2000.0,Petrol,Manual,1700.0,9500.0,low,0.6,106046.0
Volkswagen,Passat,2016,Sedan,1360.0,1800.0,Petrol,Automatic,11000.0,226.66666666666663,low,0.6,686180.0
Volkswagen,Golf,2019,Hatchback,4000.0,1399.0,Petrol,Automatic,15000.0,1333.3333333333333,low,0.6,935700.0
Volkswagen,Touran,2005,Microvan,400000.0,1900.0,Diesel,Manual,4500.0,23529.41176470588,large,0.6,280710.0
BMW,5 Series,2018,Sedan,28942.0,2000.0,Petrol,Automatic,27999.0,7235.5,low,0.6,1746577.62
BMW,X5,2016,Crossover,162000.0,2000.0,Plug-in Hybrid,Automatic,29999.0,27000.0,large,0.6,1871337.62
Ford,Rare,2015,Pickup,112000.0,4950.0,Petrol,Automatic,24500.0,16000.0,medium,1.5,1528310.0
Mercedes,GLC,2016,SUV,95000.0,1991.0,Petrol,Automatic,37000.0,15833.333333333334,medium,0.6,2308060.0
Volkswagen,Golf,2005,Universal,278000.0,1400.0,Petrol,Manual,2850.0,16352.941176470587,medium,0.6,177783.0
Dacia,Sandero,2010,Universal,173000.0,1200.0,Petrol,Manual,3200.0,14416.666666666666,medium,0.6,199616.0
Volkswagen,Transporter,2002,Minivan,270000.0,2500.0,Diesel,Manual,3990.0,13500.0,medium,0.9,248896.2
Toyota,Auris,2010,Hatchback,190000.0,1800.0,Hybrid,Automatic,8500.0,15833.333333333334,medium,0.6,530230.0
Volkswagen,Tiguan,2019,Sedan,33000.0,2000.0,Petrol,Automatic,18900.0,11000.0,medium,0.6,1178982.0
Rare_Good,Rare,2015,Sedan,88000.0,2000.0,Petrol,Automatic,16950.0,12571.42857142857,medium,0.6,1057341.0
Peugeot,Rare,2013,Minivan,174600.0,1400.0,Petrol,Manual,5650.0,19400.0,large,0.6,352447.0
KIA,Rare,2008,Hatchback,130000.0,1200.0,Petrol,Automatic,4700.0,9285.714285714286,low,0.6,293186.0
