Make,Model,Year,Style,Distance,Engine_capacity,Fuel_type,Transmission,Price_euro,km_year,Dis_rating,Nalog_cof,Price_Ru
Toyota,Avensis,2014,Universal,144734.0,2200.0,Diesel,Automatic,13499.0,18091.75,medium,0.9,842067.62
Ford,Fusion,2017,Sedan,45545.0,2000.0,Hybrid,Automatic,14499.0,9109.0,low,0.6,904447.62
Hyundai,Santa FE,2019,Crossover,42822.0,2400.0,Petrol,Automatic,27499.0,14274.0,medium,0.9,1715387.62
Mercedes,Rare,2012,Microvan,216879.0,2200.0,Diesel,Manual,16799.0,21687.9,large,0.9,1047921.62
Mercedes,Vito,2010,Minivan,115000.0,2200.0,Diesel,Manual,9499.0,9583.333333333334,low,0.9,592547.62
Toyota,Land Cruiser,2006,SUV,272614.0,4200.0,Diesel,Automatic,21499.0,17038.375,medium,1.5,1341107.62
Hyundai,Rare,2004,Coupe,294140.0,2700.0,Petrol,Automatic,3799.0,16341.111111111111,medium,0.9,236981.62
Audi,A8,2010,Sedan,220214.0,3000.0,Petrol,Automatic,22000.0,18351.166666666668,medium,0.9,1372360.0
Ford,Fiesta,2007,Hatchback,231507.0,1600.0,Diesel,Manual,3999.0,15433.8,medium,0.6,249457.62000000002
Renault,Megane,2011,Universal,198713.0,1500.0,Diesel,Manual,6399.0,18064.81818181818,medium,0.6,399169.62
Toyota,Avensis,2012,Sedan,179535.0,2000.0,Diesel,Manual,11499.0,17953.5,medium,0.6,717307.62
Skoda,Fabia,2015,Universal,173973.0,1400.0,Diesel,Automatic,7899.0,24853.285714285717,large,0.6,492739.62
Skoda,Octavia,2015,Universal,232391.0,1400.0,Petrol,Automatic,8999.0,33198.71428571428,large,0.6,561357.62
Renault,Scenic,2015,Universal,232552.0,1500.0,Diesel,Manual,9499.0,33221.71428571428,large,0.6,592547.62
Skoda,Superb,2009,Sedan,240040.0,1800.0,Petrol,Automatic,8899.0,18464.615384615383,medium,0.6,555119.62
Nissan,Juke,2011,Crossover,178500.0,1600.0,Petrol,Automatic,8999.0,16227.272727272728,medium,0.6,561357.62
Skoda,Octavia,2013,Sedan,130884.0,1200.0,Petrol,Automatic,7599.0,14542.666666666666,medium,0.6,474025.62
Toyota,Rav 4,2009,Crossover,181225.0,2000.0,Petrol,Automatic,11500.0,13940.384615384615,medium,0.6,717370.0
Audi,Q5,2015,Crossover,132408.0,2000.0,Petrol,Automatic,17999.0,18915.42857142857,large,0.6,1122777.62
Opel,Vectra,2003,Hatchback,236120.0,1800.0,Petrol,Manual,3499.0,12427.368421052632,medium,0.6,218267.62
Skoda,Superb,2012,Sedan,180148.0,2000.0,Diesel,Automatic,13999.0,18014.8,medium,0.6,873257.62
Ford,Fusion,2012,Sedan,165100.0,2000.0,Hybrid,Automatic,10399.0,16510.0,medium,0.6,648689.62
Toyota,Corolla,2005,Universal,276295.0,1400.0,Diesel,Manual,5899.0,16252.64705882353,medium,0.6,367979.62
Toyota,Camry,2017,Sedan,58148.0,2500.0,Hybrid,Automatic,16600.0,11629.6,medium,0.9,1035508.0
Nissan,Juke,2011,Crossover,207210.0,1500.0,Diesel,Manual,7899.0,18837.272727272728,large,0.6,492739.62
Volkswagen,Golf,2007,Universal,154522.0,1400.0,Petrol,Manual,5699.0,10301.466666666667,medium,0.6,355503.62
Chevrolet,Rare,2020,Sedan,1954.0,1500.0,Petrol,Automatic,16999.0,977.0,low,0.6,1060397.62
Renault,Megane,2012,Universal,255414.0,1500.0,Diesel,Manual,7299.0,25541.4,large,0.6,455311.62
Mitsubishi,Rare,2011,Crossover,192543.0,2000.0,Petrol,Automatic,8999.0,17503.909090909092,medium,0.6,561357.62
BMW,5 Series,2014,Sedan,202000.0,2000.0,Diesel,Automatic,19999.0,25250.0,large,0.6,1247537.62
Mercedes,E Class,2002,Sedan,333718.0,2200.0,Diesel,Automatic,7499.0,16685.9,medium,0.9,467787.62
Toyota,Rav 4,2006,Crossover,292976.0,2200.0,Diesel,Manual,7799.0,18311.0,medium,0.9,486501.62
Mercedes,Vito,2010,Microvan,260929.0,3000.0,Diesel,Automatic,12299.0,21744.08333333333,large,0.9,767211.62
Skoda,Superb,2008,Sedan,210034.0,1400.0,Petrol,Manual,7499.0,15002.42857142857,medium,0.6,467787.62
Mazda,Rare,2009,Hatchback,221200.0,1498.0,Petrol,Manual,4899.0,17015.384615384617,medium,0.6,305599.62
BMW,3 Series,2006,Sedan,110560.0,2000.0,Petrol,Manual,6999.0,6910.0,low,0.6,436597.62
Nissan,Qashqai,2014,Crossover,145002.0,1500.0,Diesel,Manual,11699.0,18125.25,medium,0.6,729783.62
Toyota,Camry,2014,Sedan,133424.0,2500.0,Metan/Propan,Automatic,13899.0,16678.0,medium,0.9,867019.62
Ford,Rare,2012,Pickup,279682.0,2200.0,Diesel,Manual,12999.0,27968.2,large,0.9,810877.62
BMW,Rare,2016,Universal,182368.0,1500.0,Petrol,Manual,11499.0,30394.666666666668,large,0.6,717307.62
Ford,Fusion,2016,Sedan,78843.0,2000.0,Hybrid,Automatic,13799.0,13140.5,medium,0.6,860781.62
Volkswagen,Touran,2008,Universal,196598.0,1400.0,Petrol,Automatic,5799.0,14042.714285714286,medium,0.6,361741.62
Skoda,Octavia,2011,Sedan,155888.0,1200.0,Petrol,Manual,7399.0,14171.636363636364,medium,0.6,461549.62
Lexus,CT Series,2013,Hatchback,242123.0,1800.0,Hybrid,Automatic,10699.0,26902.555555555555,large,0.6,667403.62
Opel,Astra,2011,Universal,163000.0,1400.0,Petrol,Manual,6799.0,14818.181818181818,medium,0.6,424121.62
Renault,Kadjar,2017,Crossover,32520.0,1200.0,Petrol,Manual,13499.0,6504.0,low,0.6,842067.62
BMW,X5,2009,Crossover,204196.0,3000.0,Metan/Propan,Automatic,15499.0,15707.384615384615,medium,0.9,966827.62
Audi,A6,2001,Universal,339449.0,2500.0,Diesel,Automatic,5399.0,16164.238095238095,medium,0.9,336789.62
Skoda,Octavia,2011,Universal,220273.0,1400.0,Petrol,Automatic,6999.0,20024.81818181818,large,0.6,436597.62
Renault,Kadjar,2017,Crossover,194067.0,1500.0,Diesel,Automatic,12799.0,38813.4,large,0.6,798401.62
Audi,A5,2010,Sedan,175000.0,2000.0,Petrol,Automatic,12599.0,14583.333333333334,medium,0.6,785925.62
Toyota,C-HR,2017,Crossover,15000.0,1200.0,Petrol,Automatic,17500.0,3000.0,low,0.6,1091650.0
Toyota,Rare,2014,Pickup,131645.0,2500.0,Diesel,Manual,21999.0,16455.625,medium,0.9,1372297.62
Toyota,Corolla Verso,2005,Minivan,191363.0,1800.0,Metan/Propan,Manual,7299.0,11256.64705882353,medium,0.6,455311.62
Volkswagen,Golf,2015,Hatchback,137559.0,1400.0,Plug-in Hybrid,Automatic,13299.0,19651.285714285717,large,0.6,829591.62
Dacia,Rare,2012,Universal,288253.0,1200.0,Petrol,Manual,5199.0,28825.3,large,0.6,324313.62
Volkswagen,Passat,2015,Universal,160524.0,2000.0,Diesel,Manual,15500.0,22932.0,large,0.6,966890.0
Toyota,Urban Cruiser,2009,Hatchback,192927.0,1400.0,Diesel,Manual,7599.0,14840.53846153846,medium,0.6,474025.62
Dacia,Lodgy,2012,Minivan,164262.0,1500.0,Diesel,Manual,7899.0,16426.2,medium,0.6,492739.62
Mercedes,E Class,2012,Sedan,225478.0,1800.0,Metan/Propan,Automatic,11999.0,22547.8,large,0.6,748497.62
BMW,5 Series,2011,Sedan,215083.0,2000.0,Diesel,Automatic,15699.0,19553.0,large,0.6,979303.62
Volkswagen,Touareg,2005,Crossover,381998.0,2500.0,Diesel,Manual,6899.0,22470.470588235294,large,0.9,430359.62
Nissan,Qashqai,2009,Crossover,211936.0,1500.0,Diesel,Manual,7599.0,16302.76923076923,medium,0.6,474025.62
Audi,Rare,2014,Sedan,81957.0,2000.0,Petrol,Automatic,15300.0,10244.625,low,0.6,954414.0
Volkswagen,Passat,2009,Universal,305965.0,1400.0,Metan/Propan,Automatic,7800.0,23535.76923076923,large,0.6,486564.0
Dacia,Lodgy,2013,Minivan,151638.0,1500.0,Diesel,Manual,7099.0,16848.666666666668,medium,0.6,442835.62
Lexus,Es Series,2012,Sedan,188339.0,2500.0,Hybrid,Automatic,17999.0,18833.9,large,0.9,1122777.62
Nissan,Qashqai,2011,Crossover,164101.0,1500.0,Diesel,Manual,8899.0,14918.272727272728,medium,0.6,555119.62
Toyota,Prius,2012,Hatchback,162000.0,1800.0,Hybrid,Automatic,8799.0,16200.0,medium,0.6,548881.62
Lexus,GS Series,2007,Sedan,217505.0,3000.0,Petrol,Automatic,10499.0,14500.333333333334,medium,0.9,654927.62
Subaru,Rare,2010,Crossover,222282.0,2000.0,Diesel,Manual,10600.0,18523.5,medium,0.6,661228.0
BMW,5 Series,2008,Sedan,169928.0,3000.0,Metan/Propan,Automatic,9299.0,12137.714285714286,medium,0.9,580071.62
Citroen,Rare,2014,Sedan,131935.0,1600.0,Petrol,Automatic,6899.0,16491.875,medium,0.6,430359.62
Opel,Insignia,2009,Sedan,221816.0,2000.0,Petrol,Automatic,7399.0,17062.76923076923,medium,0.6,461549.62
Hyundai,Tucson,2017,Crossover,22292.0,2000.0,Petrol,Automatic,15999.0,4458.4,low,0.6,998017.62
Lexus,Es Series,2003,Sedan,161952.0,3000.0,Petrol,Automatic,6399.0,8523.78947368421,low,0.9,399169.62
Ford,Fusion,2014,Sedan,154305.0,2000.0,Hybrid,Automatic,12899.0,19288.125,large,0.6,804639.62
Volkswagen,Touran,2004,Minivan,246017.0,2000.0,Diesel,Manual,5899.0,13667.611111111111,medium,0.6,367979.62
Dacia,Lodgy,2013,Universal,163277.0,1500.0,Diesel,Manual,7999.0,18141.88888888889,medium,0.6,498977.62
Honda,Rare,2017,Sedan,9476.0,1500.0,Plug-in Hybrid,Automatic,21499.0,1895.2,low,0.6,1341107.62
BMW,7 Series,2014,Sedan,166600.0,3000.0,Diesel,Automatic,29000.0,20825.0,large,0.9,1809020.0
Volkswagen,Passat,2007,Sedan,262689.0,2000.0,Diesel,Automatic,8299.0,17512.6,medium,0.6,517691.62
Infiniti,Rare,2014,Crossover,125392.0,2500.0,Hybrid,Automatic,21499.0,15674.0,medium,0.9,1341107.62
Honda,CR-V,2011,Crossover,175654.0,2200.0,Diesel,Automatic,13999.0,15968.545454545454,medium,0.9,873257.62
BMW,3 Series,2013,Sedan,146959.0,2000.0,Petrol,Automatic,12900.0,16328.777777777776,medium,0.6,804702.0
Opel,Astra,2011,Universal,179872.0,1400.0,Metan/Propan,Manual,6799.0,16352.0,medium,0.6,424121.62
BMW,X3,2013,Crossover,210000.0,2000.0,Diesel,Automatic,18800.0,23333.33333333333,large,0.6,1172744.0
Toyota,Land Cruiser,2014,SUV,10000.0,4200.0,Diesel,Manual,42100.0,1250.0,low,1.5,2626198.0
Ford,Mondeo,2000,Universal,301674.0,1800.0,Petrol,Manual,3599.0,13712.454545454546,medium,0.6,224505.62
Ford,Fusion,2016,Sedan,147214.0,1500.0,Petrol,Automatic,11499.0,24535.666666666668,large,0.6,717307.62
Dacia,Lodgy,2013,Universal,187415.0,1500.0,Diesel,Manual,7499.0,20823.88888888889,large,0.6,467787.62
Chevrolet,Rare,2013,Hatchback,56983.0,1000.0,Petrol,Manual,4750.0,6331.444444444444,low,0.6,296305.0
BMW,7 Series,2005,Sedan,234034.0,4000.0,Metan/Propan,Automatic,10999.0,13766.70588235294,medium,1.2,686117.62
Lexus,IS Series,2015,Sedan,82903.0,2000.0,Petrol,Automatic,17900.0,11843.285714285714,medium,0.6,1116602.0
Ford,Focus,2015,Universal,170625.0,1500.0,Diesel,Automatic,8899.0,24375.0,large,0.6,555119.62
Toyota,Rare,2006,Minivan,206950.0,2500.0,Diesel,Manual,4699.0,12934.375,medium,0.9,293123.62
Skoda,Superb,2006,Sedan,247997.0,2500.0,Diesel,Manual,5799.0,15499.8125,medium,0.9,361741.62
Honda,CR-V,2007,Crossover,252079.0,2000.0,Metan/Propan,Manual,9899.0,16805.266666666666,medium,0.6,617499.62
Skoda,Superb,2012,Sedan,251101.0,1600.0,Diesel,Manual,12399.0,25110.1,large,0.6,773449.62
Volvo,XC60,2014,Crossover,133804.0,2400.0,Diesel,Automatic,18999.0,16725.5,medium,0.9,1185157.62
Audi,Q7,2011,Crossover,205564.0,3000.0,Diesel,Automatic,28999.0,18687.636363636364,medium,0.9,1808957.62
Audi,Q7,2016,Crossover,95123.0,3000.0,Petrol,Automatic,38900.0,15853.833333333334,medium,0.9,2426582.0
Mercedes,C Class,2008,Sedan,105412.0,2200.0,Diesel,Automatic,12999.0,7529.428571428572,low,0.9,810877.62
Skoda,Rare,2014,Universal,151550.0,1200.0,Petrol,Manual,6399.0,18943.75,large,0.6,399169.62
Mercedes,Vito,2007,Microvan,331136.0,2148.0,Diesel,Automatic,7899.0,22075.733333333334,large,0.9,492739.62
Volkswagen,Passat CC,2012,Sedan,220923.0,2000.0,Petrol,Automatic,9199.0,22092.3,large,0.6,573833.62
Lexus,NX Series,2015,Crossover,96673.0,2500.0,Hybrid,Automatic,27499.0,13810.42857142857,medium,0.9,1715387.62
Mercedes,A Class,2011,Hatchback,44414.0,1500.0,Petrol,Automatic,8399.0,4037.636363636364,low,0.6,523929.62
Lexus,RX Series,2016,Crossover,67972.0,3500.0,Hybrid,Automatic,39999.0,11328.666666666666,medium,1.2,2495137.62
Lincoln,Rare,2015,Crossover,132198.0,2000.0,Petrol,Automatic,15999.0,18885.42857142857,large,0.6,998017.62
Mercedes,M Class,2015,Crossover,222514.0,2200.0,Diesel,Automatic,28900.0,31787.714285714286,large,0.9,1802782.0
Audi,Rare,2012,Hatchback,161963.0,1400.0,Petrol,Manual,9299.0,16196.3,medium,0.6,580071.62
Volkswagen,Caddy,2011,Minivan,204952.0,1600.0,Diesel,Manual,6199.0,18632.0,medium,0.6,386693.62
BMW,X5,2016,Crossover,86843.0,2000.0,Hybrid,Automatic,39900.0,14473.833333333334,medium,0.6,2488962.0
Ford,Focus,2016,Hatchback,68354.0,1500.0,Diesel,Manual,9799.0,11392.333333333334,medium,0.6,611261.62
Honda,CR-V,2020,Crossover,6609.0,2000.0,Hybrid,Automatic,34500.0,3304.5,low,0.6,2152110.0
Mercedes,GLK Class,2013,Crossover,294234.0,2200.0,Diesel,Automatic,17499.0,32692.666666666668,large,0.9,1091587.62
Dacia,Logan Mcv,2014,Universal,102767.0,1500.0,Diesel,Manual,6699.0,12845.875,medium,0.6,417883.62
Vaz,2121niva,2005,SUV,99307.0,1700.0,Petrol,Manual,3499.0,5841.588235294118,low,0.6,218267.62
Mercedes,E Class,2010,Sedan,171325.0,1800.0,Petrol,Automatic,13900.0,14277.083333333334,medium,0.6,867082.0
Volkswagen,Passat,2014,Universal,197265.0,1600.0,Diesel,Manual,11399.0,24658.125,large,0.6,711069.62
Toyota,Rav 4,2017,Crossover,56587.0,2500.0,Hybrid,Automatic,22499.0,11317.4,medium,0.9,1403487.62
Volvo,Rare,2015,Universal,179894.0,2400.0,Hybrid,Automatic,14899.0,25699.14285714286,large,0.9,929399.62
Skoda,Superb,2019,Sedan,22078.0,2000.0,Petrol,Automatic,36500.0,7359.333333333333,low,0.6,2276870.0
Renault,Megane,2012,Universal,158782.0,1500.0,Diesel,Manual,7899.0,15878.2,medium,0.6,492739.62
Toyota,Auris,2010,Hatchback,205098.0,1800.0,Metan/Propan,Automatic,9899.0,17091.5,medium,0.6,617499.62
Volkswagen,Golf,2012,Universal,91417.0,1400.0,Petrol,Manual,7799.0,9141.7,low,0.6,486501.62
Volkswagen,Passat,2015,Universal,202000.0,1600.0,Diesel,Automatic,12999.0,28857.14285714286,large,0.6,810877.62
Toyota,Rav 4,2010,Crossover,129026.0,2500.0,Metan/Propan,Automatic,11599.0,10752.166666666666,medium,0.9,723545.62
Toyota,Rav 4,2007,Crossover,238936.0,2000.0,Metan/Propan,Automatic,9399.0,15929.066666666668,medium,0.6,586309.62
BMW,X5,2005,Crossover,318934.0,3000.0,Metan/Propan,Automatic,9900.0,18760.82352941177,medium,0.9,617562.0
Toyota,Prius,2015,Hatchback,110029.0,1800.0,Hybrid,Automatic,11999.0,15718.42857142857,medium,0.6,748497.62
Dacia,Logan Mcv,2010,Universal,145085.0,1500.0,Diesel,Manual,6699.0,12090.416666666666,medium,0.6,417883.62
Skoda,Fabia,2010,Universal,186200.0,1200.0,Diesel,Manual,5299.0,15516.666666666666,medium,0.6,330551.62
BMW,3 Series,2009,Universal,194001.0,2000.0,Diesel,Manual,10399.0,14923.153846153846,medium,0.6,648689.62
Toyota,Auris,2012,Hatchback,167000.0,1400.0,Diesel,Manual,7699.0,16700.0,medium,0.6,480263.62
Hyundai,Santa FE,2019,SUV,5611.0,2000.0,Petrol,Automatic,35499.0,1870.3333333333333,low,0.6,2214427.62
BMW,3 Series,1997,Sedan,221440.0,1800.0,Petrol,Manual,3100.0,8857.6,low,0.6,193378.0
Subaru,Rare,2007,Crossover,180252.0,2000.0,Petrol,Manual,8299.0,12016.8,medium,0.6,517691.62
Mazda,Rare,2008,Crossover,198336.0,2261.0,Petrol,Manual,6799.0,14166.857142857143,medium,0.9,424121.62
BMW,Rare,2016,Universal,110288.0,1500.0,Diesel,Manual,11499.0,18381.33333333333,medium,0.6,717307.62
Toyota,Auris,2013,Hatchback,202827.0,1400.0,Diesel,Manual,8399.0,22536.33333333333,large,0.6,523929.62
BMW,X5,2015,Crossover,145000.0,3000.0,Diesel,Automatic,49499.0,20714.285714285717,large,0.9,3087747.62
Audi,Rare,2012,Universal,100954.0,1200.0,Petrol,Automatic,9399.0,10095.4,low,0.6,586309.62
Ford,Rare,2004,Minivan,246341.0,1800.0,Metan/Propan,Manual,3999.0,13685.611111111111,medium,0.6,249457.62000000002
Opel,Rare,2008,Hatchback,96200.0,1242.0,Metan/Propan,Manual,4399.0,6871.428571428572,low,0.6,274409.62
Volvo,XC60,2015,Crossover,147571.0,2000.0,Diesel,Automatic,16499.0,21081.571428571428,large,0.6,1029207.62
Renault,Megane,2018,Universal,155349.0,1500.0,Diesel,Automatic,12899.0,38837.25,large,0.6,804639.62
Skoda,Octavia,2014,Universal,209314.0,1400.0,Petrol,Automatic,9499.0,26164.25,large,0.6,592547.62
Toyota,Auris,2016,Universal,146920.0,1800.0,Hybrid,Automatic,11899.0,24486.666666666668,large,0.6,742259.62
Toyota,Camry,2015,Sedan,109841.0,2500.0,Hybrid,Automatic,15999.0,15691.57142857143,medium,0.9,998017.62
Renault,Grand Scenic,2011,Universal,195764.0,1500.0,Diesel,Manual,6399.0,17796.727272727272,medium,0.6,399169.62
Volkswagen,Jetta,2013,Sedan,188458.0,1400.0,Hybrid,Automatic,9499.0,20939.777777777777,large,0.6,592547.62
Volvo,XC90,2004,Crossover,195574.0,2500.0,Metan/Propan,Automatic,7999.0,10865.222222222224,medium,0.9,498977.62
Skoda,Superb,2013,Universal,134900.0,1800.0,Petrol,Automatic,9399.0,14988.888888888889,medium,0.6,586309.62
Volkswagen,Golf,1999,Hatchback,333490.0,1400.0,Petrol,Manual,3599.0,14499.565217391304,medium,0.6,224505.62
BMW,Rare,2015,Sedan,98000.0,2000.0,Petrol,Automatic,19999.0,14000.0,medium,0.6,1247537.62
Toyota,Corolla,2005,Universal,366745.0,1400.0,Diesel,Manual,5750.0,21573.235294117647,large,0.6,358685.0
Nissan,Qashqai,2017,Crossover,161287.0,1500.0,Diesel,Manual,13399.0,32257.4,large,0.6,835829.62
Opel,Astra,2012,Universal,152536.0,1300.0,Diesel,Manual,7599.0,15253.6,medium,0.6,474025.62
Opel,Meriva,2010,Hatchback,215697.0,1300.0,Diesel,Manual,5899.0,17974.75,medium,0.6,367979.62
BMW,5 Series,2017,Sedan,111000.0,2000.0,Diesel,Automatic,33500.0,22200.0,large,0.6,2089730.0
BMW,X5,2002,Crossover,209113.0,3000.0,Metan/Propan,Automatic,8799.0,10455.65,medium,0.9,548881.62
Skoda,Fabia,2011,Universal,291125.0,1200.0,Diesel,Manual,5699.0,26465.90909090909,large,0.6,355503.62
Renault,Kadjar,2016,Crossover,187987.0,1500.0,Diesel,Manual,13699.0,31331.166666666668,large,0.6,854543.62
Dacia,Duster,2013,Crossover,130075.0,1200.0,Petrol,Manual,8999.0,14452.777777777776,medium,0.6,561357.62
Honda,CR-V,2013,Crossover,158200.0,2200.0,Diesel,Automatic,17799.0,17577.777777777777,medium,0.9,1110301.62
Skoda,Superb,2018,Sedan,43000.0,2000.0,Petrol,Automatic,28999.0,10750.0,medium,0.6,1808957.62
Toyota,Prius,2013,Universal,181520.0,1800.0,Plug-in Hybrid,Automatic,10999.0,20168.88888888889,large,0.6,686117.62
Mercedes,E Class,1998,Sedan,319505.0,2200.0,Diesel,Manual,4299.0,13312.708333333334,medium,0.9,268171.62
Skoda,Superb,2017,Sedan,149211.0,2000.0,Petrol,Automatic,23999.0,29842.2,large,0.6,1497057.62
Porsche,Cayenne,2016,Crossover,120379.0,3000.0,Diesel,Automatic,56999.0,20063.166666666668,large,0.9,3555597.62
Mitsubishi,Outlander,2007,Crossover,216038.0,2400.0,Metan/Propan,Automatic,8599.0,14402.533333333333,medium,0.9,536405.62
Rare_Good,Rare,2013,Sedan,101548.0,1998.0,Petrol,Automatic,13999.0,11283.111111111111,medium,0.6,873257.62
Volkswagen,Jetta,2013,Sedan,168523.0,1400.0,Hybrid,Automatic,8699.0,18724.777777777777,medium,0.6,542643.62
BMW,X6,2009,Crossover,125571.0,3000.0,Diesel,Automatic,26399.0,9659.307692307691,low,0.9,1646769.62
KIA,Rio,2004,Universal,123837.0,1500.0,Petrol,Manual,2799.0,6879.833333333333,low,0.6,174601.62
Toyota,Rav 4,2008,Crossover,91679.0,2000.0,Petrol,Automatic,9699.0,6548.5,low,0.6,605023.62
Toyota,Camry,2015,Sedan,205601.0,2500.0,Hybrid,Automatic,14199.0,29371.571428571428,large,0.9,885733.62
Hyundai,Tucson,2011,Crossover,89985.0,2000.0,Petrol,Automatic,11899.0,8180.454545454545,low,0.6,742259.62
Hyundai,Matrix,2005,Universal,186487.0,1500.0,Diesel,Manual,4199.0,10969.823529411764,medium,0.6,261933.62000000002
Toyota,Rav 4,2011,Crossover,261237.0,2200.0,Diesel,Automatic,13999.0,23748.81818181818,large,0.9,873257.62
Jaguar,Rare,2014,Sedan,224940.0,2200.0,Diesel,Automatic,19499.0,28117.5,large,0.9,1216347.62
Land Rover,Freelander,2007,SUV,230593.0,2200.0,Diesel,Manual,8499.0,15372.866666666669,medium,0.9,530167.62
Honda,CR-V,2013,Crossover,179169.0,2000.0,Petrol,Manual,13999.0,19907.666666666668,large,0.6,873257.62
Honda,Accord,2009,Sedan,135454.0,2000.0,Petrol,Manual,8699.0,10419.53846153846,medium,0.6,542643.62
BMW,X5,2015,Sedan,193707.0,3000.0,Diesel,Automatic,37500.0,27672.42857142857,large,0.9,2339250.0
Ford,Rare,2016,Microvan,108744.0,1500.0,Diesel,Manual,13199.0,18124.0,medium,0.6,823353.62
Skoda,Superb,2016,Universal,93465.0,2000.0,Diesel,Automatic,18499.0,15577.5,medium,0.6,1153967.62
Subaru,Rare,2018,SUV,9178.0,2500.0,Petrol,Automatic,26399.0,2294.5,low,0.9,1646769.62
Opel,Astra,2011,Universal,269477.0,1300.0,Diesel,Manual,6799.0,24497.90909090909,large,0.6,424121.62
Mercedes,GLK Class,2008,Crossover,280000.0,3000.0,Metan/Propan,Automatic,12499.0,20000.0,large,0.9,779687.62
KIA,Optima,2013,Sedan,118029.0,2000.0,Metan/Propan,Automatic,8799.0,13114.333333333334,medium,0.6,548881.62
Ford,Rare,2016,Universal,120887.0,1500.0,Diesel,Manual,12750.0,20147.83333333333,large,0.6,795345.0
Skoda,Superb,2015,Sedan,159364.0,1600.0,Diesel,Manual,13299.0,22766.285714285717,large,0.6,829591.62
Honda,CR-V,2016,Crossover,149705.0,1600.0,Diesel,Automatic,20900.0,24950.83333333333,large,0.6,1303742.0
Volkswagen,Rare,2012,Pickup,120314.0,2000.0,Diesel,Manual,26699.0,12031.4,medium,0.6,1665483.62
Chevrolet,Rare,2015,Crossover,175816.0,2231.0,Diesel,Automatic,12999.0,25116.571428571428,large,0.9,810877.62
Volvo,XC90,2016,SUV,66769.0,2000.0,Hybrid,Automatic,41500.0,11128.166666666666,medium,0.6,2588770.0
Renault,Scenic,2005,Universal,223648.0,1600.0,Petrol,Manual,3999.0,13155.764705882351,medium,0.6,249457.62000000002
Volkswagen,Golf,2012,Universal,190467.0,1400.0,Petrol,Automatic,7999.0,19046.7,large,0.6,498977.62
Renault,Scenic,2012,Universal,171601.0,1500.0,Diesel,Manual,7699.0,17160.1,medium,0.6,480263.62
Hyundai,ix35,2014,Crossover,94835.0,2000.0,Diesel,Automatic,15899.0,11854.375,medium,0.6,991779.62
Renault,Megane,2017,Universal,88868.0,1500.0,Diesel,Manual,11899.0,17773.6,medium,0.6,742259.62
KIA,Rio,2008,Hatchback,185559.0,1400.0,Petrol,Manual,4300.0,13254.214285714286,medium,0.6,268234.0
Toyota,Rav 4,2018,Crossover,34755.0,2500.0,Hybrid,Automatic,23999.0,8688.75,low,0.9,1497057.62
Mitsubishi,Outlander,2014,Crossover,185149.0,2000.0,Hybrid,Automatic,14499.0,23143.625,large,0.6,904447.62
Audi,A6,2013,Sedan,145879.0,2000.0,Petrol,Automatic,17200.0,16208.777777777776,medium,0.6,1072936.0
Porsche,Cayenne,2012,Crossover,157278.0,3000.0,Hybrid,Automatic,25899.0,15727.8,medium,0.9,1615579.62
Jaguar,Rare,2017,Sedan,40000.0,2000.0,Petrol,Automatic,18999.0,8000.0,low,0.6,1185157.62
Hyundai,Santa FE,2014,Crossover,217396.0,2200.0,Diesel,Automatic,15499.0,27174.5,large,0.9,966827.62
KIA,Rio,2005,Hatchback,262725.0,1500.0,Diesel,Manual,4299.0,15454.411764705885,medium,0.6,268171.62
Mitsubishi,Outlander,2013,Crossover,193998.0,2000.0,Hybrid,Automatic,13499.0,21555.33333333333,large,0.6,842067.62
BMW,3 Series,1995,Sedan,285769.0,1600.0,Petrol,Manual,3000.0,10584.037037037036,medium,0.6,187140.0
Honda,Accord,2017,Sedan,87580.0,2000.0,Hybrid,Automatic,15899.0,17516.0,medium,0.6,991779.62
Volvo,XC60,2018,Crossover,63178.0,2000.0,Diesel,Automatic,28499.0,15794.5,medium,0.6,1777767.62
Porsche,Cayenne,2012,Crossover,180139.0,3000.0,Diesel,Automatic,32500.0,18013.9,medium,0.9,2027350.0
Dacia,Duster,2013,Crossover,162071.0,1200.0,Petrol,Manual,9299.0,18007.88888888889,medium,0.6,580071.62
Dacia,Lodgy,2012,Universal,131843.0,1500.0,Diesel,Manual,6450.0,13184.3,medium,0.6,402351.0
Audi,Rare,2015,Sedan,82628.0,2000.0,Petrol,Automatic,19400.0,11804.0,medium,0.6,1210172.0
Volvo,XC60,2014,Crossover,189820.0,2400.0,Diesel,Automatic,19999.0,23727.5,large,0.9,1247537.62
BMW,Rare,2016,Sedan,211150.0,2000.0,Diesel,Automatic,20499.0,35191.666666666664,large,0.6,1278727.62
Audi,Q5,2018,Crossover,28432.0,2000.0,Diesel,Automatic,39500.0,7108.0,low,0.6,2464010.0
Honda,CR-V,2014,Crossover,175276.0,2200.0,Diesel,Automatic,16200.0,21909.5,large,0.9,1010556.0
Volkswagen,Passat,2016,Sedan,204006.0,1400.0,Hybrid,Automatic,16999.0,34001.0,large,0.6,1060397.62
Mercedes,M Class,2012,Crossover,203382.0,2200.0,Diesel,Automatic,23499.0,20338.2,large,0.9,1465867.62
Skoda,Octavia,2006,Sedan,313930.0,1595.0,Petrol,Automatic,5499.0,19620.625,large,0.6,343027.62
Volkswagen,Caddy,2012,Minivan,203635.0,1600.0,Diesel,Manual,5999.0,20363.5,large,0.6,374217.62
